,Row ID,login name,condition1,condition2,student1,student2,student 3,class,Session Id,time first action,time last action,Time,Time Taken,Problem Name,Step Name,Attempt At Step,Outcome,Selection,Graph #,Method_Recognized_1_Copied,Method_Recognized_2_Copied,Action,Input,Next_Input,Feedback Text,CF(Method1),CF(Method2),CF(advice),CF(new1),CF(new2),CF(step1_1),CF(step1_2),CF(step1_3),CF(step1_4),CF(step1_5),CF(step1_6),CF(step1_7),CF(step1_8),CF(step2_1),CF(step2_2),CF(step2_3),CF(step2_4),CF(step2_5),CF(step2_6),CF(step2_7),CF(step2_8),Unnamed: 46,Unnamed: 47,Unnamed: 48,Input.1,Next_Input.1,Cleaned method 1,Cleaned method 2,cases,Time_seconds,Timeshifted,Duration
9194,ID19196,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:07,00:00:04,trampoline,button2_3 ButtonPressed,1.0,CORRECT,button2_3,2.0,st1 Count 2 6 4 8 Use,st1 Count Count 3,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3,"1 3 5 7 9,1 4 5 6 9",1319.0,00:31:07,0.0
9195,ID19197,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:07,00:00:00,trampoline,button2_2 ButtonPressed,1.0,CORRECT,button2_2,2.0,st1 Count 2 6 4 8 Use,st1 Count Count 3 2,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2,"1 3 5 7 9,1 4 5 6 9",1319.0,00:31:08,1.0
9196,ID19198,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:08,00:00:01,trampoline,button2_7 ButtonPressed,1.0,CORRECT,button2_7,2.0,st1 Count 2 6 4 8 Use,st1 Count Count 3 2 7,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2 7,"1 3 5 7 9,1 4 5 6 9",1320.0,00:31:09,1.0
9197,ID19199,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:09,00:00:01,trampoline,button2_8 ButtonPressed,1.0,CORRECT,button2_8,2.0,st1 Count 2 6 4 8 Use,st1 Count Count 3 2 7 8,ButtonPressed,Dormin Button,They are the same,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2 7 8,"1 3 5 7 9,1 4 5 6 9",1321.0,00:31:15,6.0
9199,ID19201,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:15,00:00:02,trampoline,use2 ButtonPressed,12.0,CORRECT,use2,2.0,st1 Count 2 6 4 8 Use,st1 Count Count 3 2 7 8 Use,ButtonPressed,Use,They are the same,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1327.0,00:31:41,26.0
9201,ID19203,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:41,00:00:05,trampoline,submit ButtonPressed,4.0,CORRECT,submit,,st1 Count 2 6 4 8 Use,st1 Count Count 3 2 7 8 Use,ButtonPressed,Submit Results,Submit Results,It looks like you need to work on Part 3: Evaluation right now. Please work on that instead.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1353.0,00:31:54,13.0
9204,ID19206,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:54,00:00:06,trampoline,evaluation UpdateComboBox,3.0,CORRECT,evaluation,,st1 Count 2 6 4 8 Use,st1 Count Count 3 2 7 8 Use,UpdateComboBox,They are the same,No,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1366.0,00:31:56,2.0
9205,ID19207,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:31:56,00:00:02,trampoline,checkIntuition UpdateComboBox,3.0,CORRECT,checkIntuition,,st1 Count 2 6 4 8 Use,st1 Count Count 3 2 7 8 Use,UpdateComboBox,No,They are the same,Then please go back to Part 2: Design and revise your method.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1368.0,00:33:11,75.0
9207,ID19209,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:33:11,00:00:06,trampoline,submit ButtonPressed,5.0,CORRECT,submit,,st1 Count 2 6 4 8 Use,st1 Count Count 3 2 7 8 Use,ButtonPressed,Submit Results,Submit Results,It looks like you need to work on Part 3: Evaluation right now. Please work on that instead.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1443.0,00:33:22,11.0
9209,ID19211,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:33:22,00:00:11,trampoline,fakeDone ButtonPressed,2.0,CORRECT,fakeDone,,st1,st1,ButtonPressed,Done,Count,It looks like you need to work on Part 3: Evaluation right now. Please work on that instead.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1,st1,"1 3 5 7 9,1 4 5 6 9",1454.0,00:33:44,22.0
9211,ID19213,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:33:44,00:00:11,trampoline,evaluation UpdateComboBox,5.0,CORRECT,evaluation,,st1,st1,UpdateComboBox,They are the same,Yes,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1,st1,"1 3 5 7 9,1 4 5 6 9",1476.0,00:34:17,33.0
9215,ID19217,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:17,00:00:08,trampoline,checkIntuition UpdateComboBox,5.0,CORRECT,checkIntuition,,st1,st1,UpdateComboBox,No,Dormin Button,Then please go back to Part 2: Design and revise your method.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1,st1,"1 3 5 7 9,1 4 5 6 9",1509.0,00:34:28,11.0
9216,ID19218,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:28,00:00:11,trampoline,button1_2 ButtonPressed,3.0,CORRECT,button1_2,1.0,st1 2,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 2,st1,"1 3 5 7 9,1 4 5 6 9",1520.0,00:34:39,11.0
9218,ID19220,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:39,00:00:09,trampoline,deleteAll1 ButtonPressed,9.0,CORRECT,deleteAll1,1.0,st1,st1,ButtonPressed,Delete all,Delete all,,"1 ""3"" ""5"" ""7"" ""9""",,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",2 = 2,,,,,,,,,,,,,,,,,,,,,st1,st1,"1 3 5 7 9,1 4 5 6 9",1531.0,00:34:40,1.0
9220,ID19222,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:40,00:00:01,trampoline,deleteAll1 ButtonPressed,10.0,CORRECT,deleteAll1,1.0,st1,st1,ButtonPressed,Delete all,Count,,"1 ""3"" ""5"" ""7"" ""9""",,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""","nil(2,6,4,8) = nil",,,,,,,,,,,,,,,,,,,,,st1,st1,"1 3 5 7 9,1 4 5 6 9",1532.0,00:34:42,2.0
9221,ID19223,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:42,00:00:02,trampoline,function1 UpdateComboBox,21.0,CORRECT,function1,1.0,st1 Count,st1,UpdateComboBox,Count,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count,st1,"1 3 5 7 9,1 4 5 6 9",1534.0,00:34:43,1.0
9222,ID19224,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:43,00:00:01,trampoline,button1_2 ButtonPressed,4.0,CORRECT,button1_2,1.0,st1 Count 2,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2,st1,"1 3 5 7 9,1 4 5 6 9",1535.0,00:34:46,3.0
9223,ID19225,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:46,00:00:03,trampoline,button1_6 ButtonPressed,3.0,CORRECT,button1_6,1.0,st1 Count 2 6,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6,st1,"1 3 5 7 9,1 4 5 6 9",1538.0,00:34:48,2.0
9224,ID19226,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:48,00:00:02,trampoline,button1_4 ButtonPressed,4.0,CORRECT,button1_4,1.0,st1 Count 2 6 4,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4,st1,"1 3 5 7 9,1 4 5 6 9",1540.0,00:34:54,6.0
9225,ID19227,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:54,00:00:06,trampoline,button1_8 ButtonPressed,3.0,CORRECT,button1_8,1.0,st1 Count 2 6 4 8,st1,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8,st1,"1 3 5 7 9,1 4 5 6 9",1546.0,00:34:58,4.0
9226,ID19228,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:34:58,00:00:04,trampoline,use1 ButtonPressed,21.0,CORRECT,use1,1.0,st1 Count 2 6 4 8 Use,st1,ButtonPressed,Use,Count,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1,"1 3 5 7 9,1 4 5 6 9",1550.0,00:35:01,3.0
9227,ID19229,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:01,00:00:03,trampoline,function2 UpdateComboBox,16.0,CORRECT,function2,2.0,st1 Count 2 6 4 8 Use,st1 Count,UpdateComboBox,Count,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count,"1 3 5 7 9,1 4 5 6 9",1553.0,00:35:03,2.0
9228,ID19230,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:03,00:00:02,trampoline,button2_3 ButtonPressed,2.0,CORRECT,button2_3,2.0,st1 Count 2 6 4 8 Use,st1 Count 3,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count 3,"1 3 5 7 9,1 4 5 6 9",1555.0,00:35:05,2.0
9230,ID19232,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:05,00:00:02,trampoline,button2_7 ButtonPressed,2.0,CORRECT,button2_7,2.0,st1 Count 2 6 4 8 Use,st1 Count 3 {2}  7,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count 3 2 7,"1 3 5 7 9,1 4 5 6 9",1557.0,00:35:06,1.0
9231,ID19233,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:06,00:00:01,trampoline,button2_8 ButtonPressed,2.0,CORRECT,button2_8,2.0,st1 Count 2 6 4 8 Use,st1 Count 3 {2}  7 8,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count 3 2 7 8,"1 3 5 7 9,1 4 5 6 9",1558.0,00:35:07,1.0
9232,ID19234,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:07,00:00:01,trampoline,use2 ButtonPressed,13.0,CORRECT,use2,2.0,st1 Count 2 6 4 8 Use,st1 Count 3 {2}  7 8 Use,ButtonPressed,Use,Submit Results,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1559.0,00:35:09,2.0
9233,ID19235,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:09,00:00:02,trampoline,submit ButtonPressed,6.0,CORRECT,submit,,st1 Count 2 6 4 8 Use,st1 Count 3 {2}  7 8 Use,ButtonPressed,Submit Results,They are the same,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1561.0,00:35:13,4.0
9234,ID19236,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:13,00:00:04,trampoline,evaluation UpdateComboBox,6.0,CORRECT,evaluation,,st1 Count 2 6 4 8 Use,st1 Count 3 {2}  7 8 Use,UpdateComboBox,They are the same,No,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1565.0,00:35:16,3.0
9235,ID19237,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:16,00:00:03,trampoline,checkIntuition UpdateComboBox,6.0,CORRECT,checkIntuition,,st1 Count 2 6 4 8 Use,st1 Count 3 {2}  7 8 Use,UpdateComboBox,No,Done,Then please go back to Part 2: Design and revise your method.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 2 6 4 8 ,st1 Count 3 2 7 8 ,"1 3 5 7 9,1 4 5 6 9",1568.0,00:35:17,1.0
9236,ID19238,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:17,00:00:01,trampoline,fakeDone ButtonPressed,3.0,CORRECT,fakeDone,,st1,st1,ButtonPressed,Done,Sum,It looks like you need to work on Part 2: Design right now. Please work on that instead.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1,st1,"1 3 5 7 9,1 4 5 6 9",1569.0,00:35:54,37.0
9237,ID19239,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:54,00:00:37,trampoline,function1 UpdateComboBox,22.0,CORRECT,function1,1.0,st1 Sum,st1,UpdateComboBox,Sum,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum,st1,"1 3 5 7 9,1 4 5 6 9",1606.0,00:35:58,4.0
9238,ID19240,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:35:58,00:00:04,trampoline,button1_1 ButtonPressed,1.0,CORRECT,button1_1,1.0,st1 Sum 1,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1,st1,"1 3 5 7 9,1 4 5 6 9",1610.0,00:36:00,2.0
9239,ID19241,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:00,00:00:02,trampoline,button1_3 ButtonPressed,1.0,CORRECT,button1_3,1.0,st1 Sum 1 3,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3,st1,"1 3 5 7 9,1 4 5 6 9",1612.0,00:36:02,2.0
9240,ID19242,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:02,00:00:02,trampoline,button1_5 ButtonPressed,1.0,CORRECT,button1_5,1.0,st1 Sum 1 3 5,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5,st1,"1 3 5 7 9,1 4 5 6 9",1614.0,00:36:03,1.0
9241,ID19243,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:03,00:00:01,trampoline,button1_7 ButtonPressed,1.0,CORRECT,button1_7,1.0,st1 Sum 1 3 5 7,st1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7,st1,"1 3 5 7 9,1 4 5 6 9",1615.0,00:36:05,2.0
9242,ID19244,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:05,00:00:02,trampoline,button1_9 ButtonPressed,2.0,CORRECT,button1_9,1.0,st1 Sum 1 3 5 7 9,st1,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9,st1,"1 3 5 7 9,1 4 5 6 9",1617.0,00:36:08,3.0
9243,ID19245,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:08,00:00:03,trampoline,use1 ButtonPressed,22.0,CORRECT,use1,1.0,st1 Sum 1 3 5 7 9 Use,st1,ButtonPressed,Use,Sum,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1,"1 3 5 7 9,1 4 5 6 9",1620.0,00:36:11,3.0
9244,ID19246,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:11,00:00:03,trampoline,function2 UpdateComboBox,17.0,CORRECT,function2,2.0,st1 Sum 1 3 5 7 9 Use,st1 Sum,UpdateComboBox,Sum,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum,"1 3 5 7 9,1 4 5 6 9",1623.0,00:36:13,2.0
9245,ID19247,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:13,00:00:02,trampoline,button2_1 ButtonPressed,1.0,CORRECT,button2_1,2.0,st1 Sum 1 3 5 7 9 Use,st1 Sum 1,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1,"1 3 5 7 9,1 4 5 6 9",1625.0,00:36:14,1.0
9246,ID19248,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:14,00:00:01,trampoline,button2_4 ButtonPressed,1.0,CORRECT,button2_4,2.0,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4,"1 3 5 7 9,1 4 5 6 9",1626.0,00:36:15,1.0
9247,ID19249,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:15,00:00:01,trampoline,button2_5 ButtonPressed,1.0,CORRECT,button2_5,2.0,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4 5,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4 5,"1 3 5 7 9,1 4 5 6 9",1627.0,00:36:16,1.0
9248,ID19250,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:16,00:00:01,trampoline,button2_6 ButtonPressed,1.0,CORRECT,button2_6,2.0,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4 5 6,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4 5 6,"1 3 5 7 9,1 4 5 6 9",1628.0,00:36:18,2.0
9249,ID19251,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:18,00:00:02,trampoline,button2_9 ButtonPressed,1.0,CORRECT,button2_9,2.0,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4 5 6 9,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4 5 6 9,"1 3 5 7 9,1 4 5 6 9",1630.0,00:36:19,1.0
9250,ID19252,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:19,00:00:01,trampoline,use2 ButtonPressed,14.0,CORRECT,use2,2.0,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Use,Submit Results,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1631.0,00:36:23,4.0
9251,ID19253,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:23,00:00:04,trampoline,submit ButtonPressed,7.0,CORRECT,submit,,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Submit Results,They are the same,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1635.0,00:36:26,3.0
9252,ID19254,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:26,00:00:03,trampoline,evaluation UpdateComboBox,7.0,CORRECT,evaluation,,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,They are the same,No,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1638.0,00:36:28,2.0
9253,ID19255,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:28,00:00:02,trampoline,checkIntuition UpdateComboBox,7.0,CORRECT,checkIntuition,,st1 Sum 1 3 5 7 9 Use,st1 Sum 1 4 5 6 9 Use,UpdateComboBox,No,Average,Then please go back to Part 2: Design and revise your method.,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Sum 1 3 5 7 9 ,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1640.0,00:36:58,30.0
9255,ID19257,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:36:58,00:00:05,trampoline,deleteAll1 ButtonPressed,11.0,CORRECT,deleteAll1,1.0,st1,st1 Sum 1 4 5 6 9 Use,ButtonPressed,Delete all,Delete all,,"1 ""3"" ""5"" ""7"" ""9""",,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""","Sum(1,3,5,7,9) = 25.0",,,,,,,,,,,,,,,,,,,,,st1,st1 Sum 1 4 5 6 9 ,"1 3 5 7 9,1 4 5 6 9",1670.0,00:36:58,0.0
